SMILES,MolWt,LogP,QED
O=c1c(-c2ccc(Cl)cc2)coc2cc(OCCN3CC4CC(C3)c3cccc(=O)n3C4)ccc12,488.150285,4.7732,0.404537015
COC(=O)c1cc(C(=O)N(C)Cc2ccc(N3CCOCC3)cc2)cc([N+](=O)[O-])c1,413.1586855,2.4902,0.407212858
CCC(NCC(=O)Nc1sccc1C(N)=O)c1ccc(Br)cc1,395.0303099,3.2889,0.671662516
COc1cccc(N(C(C)C(=O)O)S(C)(=O)=O)c1,273.0670936,0.9343,0.86255898
CC(C)NC(=O)C1CC(Sc2nc3ccccc3[nH]2)CN1CC(Cl)=Cc1ccccc1,454.1594102,4.9024,0.532516475
Cc1ccc(N2CCCC(NCC3CCCn4ccnc43)C2=O)cc1,338.2106615,2.85412,0.932509647
Cc1cc(OC2CCN(S(=O)(=O)c3ccc4c(c3)CCO4)C2)nc(C)n1,375.1252772,1.87034,0.811458048
CC(OC(=O)Cn1cnc2c1c(=O)n(C)c(=O)n2C)C(=O)NC12CC3CC(CC(C3)C1)C2,443.216869,0.4504,0.670863271
CCC(=O)N1CCN(C(=O)C(NC(=O)c2ccc(Cl)cc2)S(=O)(=O)c2ccc(F)cc2)CC1,495.1030977,2.0897,0.617917353
CC(=O)N1CCN(C(=O)Cc2ccc(N(Cc3cccc(F)c3)C(=O)C=Cc3ccccc3)cc2)CC1,499.22712,4.3055,0.455556917
COc1cc(Cl)ccc1-c1ccc([N+](=O)[O-])cc1,263.0349209,3.9238,0.622790747
CCc1noc(-c2ccc(-n3cnc(C(=O)NCc4cc(OC)ccc4OC)c3)nc2)n1,434.1702532,2.8269,0.449876792
CCOc1cc(C=C2SC(=S)N(C(C)C)C2=O)ccc1OCC(=O)NCc1ccccc1,470.1333993,4.3901,0.433111969
COc1ccccc1N1C(=O)C(=Cc2cccn2-c2ccc(Cl)cc2)C(=O)NC1=S,437.0600901,3.9706,0.38086429
CC1CCC2C(=O)N(c3ccc(C(C)(C)C)cc3)C(=O)C2C1,299.188529,3.9097,0.737290836
CC(C)c1ccc(CN(CC(=O)N2CCN(C(=O)c3cccs3)CC2)C2CC2)cc1,425.2136982,3.8205,0.677385688
Cc1cnc(N2CCC(O)(c3ccccc3)CC2)nc1N(C)C,312.1950114,2.33902,0.942585555
Cc1ccc(N=C2NC(=O)C(=C3C(=O)Nc4ccccc43)S2)c(C)c1,349.0884977,3.51734,0.774068309
CSC1CN(C(=O)c2nn(-c3ccccc3)c(C)cc2=O)CC1N(C)C,372.161997,1.65852,0.816959421
Cc1ccc(N2C(=O)CC(Nc3ccc(N4CCOCC4)cc3)C2=O)cc1,365.1739416,2.57562,0.844123442
Cc1ccoc1CSCC1(C)CCNC1,225.1187352,2.82082,0.852739249
CC(=O)c1cc(C#N)c(SCC(=O)N2CCc3ccccc3C2)nc1C,365.1197978,3.1413,0.614605917
c1ccc2oc(CCCN3CCc4cncnc4C3)nc2c1,294.1480612,2.6087,0.74007369
CCC1CN(Cc2ccccc2)CCN1Cc1nnc(C2CCC2)o1,340.2263115,3.4335,0.805995433
CCC(Oc1ccc(F)cc1)C(=O)Nc1nnc(C(C)C)s1,323.110376,3.5967,0.882018557
CCc1cc2c(=O)oc(-c3ccccc3C)nc2s1,271.0666997,3.78732,0.711916326
Cc1ccc(CNC(=O)CSc2nc(C)c(C)c(=O)[nH]2)cc1,317.1197978,2.10366,0.654038667
O=C(C(Sc1nnc(Cc2ccccc2)n1-c1ccc(F)cc1)c1ccccc1)N1CCOCC1,488.1682253,4.6894,0.353428862
CCOC(=O)C1CCC2(O)C3CCC4(O)CC(O)CC5OC(C)(C)OCC54C3C(O)CC12C,468.2723182,1.5114,0.449599719
CN(CCc1ccccc1)C(=O)c1nc2sccn2c1CN1CCCC1c1nccs1,451.1500524,4.5041,0.415039107
CC(C)(CNC(=O)c1ccc(N2CCOCC2)cc1)c1ccccc1F,356.1900063,3.3699,0.893077066
NC(=O)c1cnc(N2CCN(Cc3cccc4ccccc34)CC2)cn1,347.1746103,2.0509,0.781704921
c1ccc(C2(c3ccccc3)CCNC2)cc1,223.1360995,2.966,0.825039494
CC(C)N1CCN(C(=O)C2(C)CC2(Cl)Cl)CC1,278.0952686,2.1229,0.722873364
CC(=O)Nc1cccc(-c2nnc(SCc3ccccc3C#N)[nH]2)c1,349.0997311,3.59408,0.686454972
CCN(CC)C(=O)c1sc2c(c1C)c(=O)n(Cc1ccccc1)c(=O)n2CC(=O)C(C)(C)C,469.2035275,3.67862,0.528650297
Cc1cccc(C2(CNC(=O)C(=O)Nc3cccnc3)CCCC2)c1,337.179027,2.95672,0.842769706
CC1(C)N([O])C(c2ccc(C(=O)O)cc2)=[N+]([O-])C1(C)C,277.118832,1.86,0.65996766
Cc1ccc(=O)n(CC(=O)NC(C)c2nc(-c3ccccc3C)no2)n1,353.1487895,1.78754,0.74996859
Cc1nn(C(C)C)cc1CNCc1ccn(CCF)n1,279.1859239,2.22822,0.845191194
O=C(NC1CCNCC1)c1ccc(Cl)cc1Cl,272.0483184,2.4752,0.86873668
CCCc1nnc(NCCCn2nc(C)c(Cl)c2C)o1,297.1356379,2.99104,0.795700846
COc1cccc(-c2noc(CN3C(=O)NC(Cc4c[nH]c5ccccc45)C3=O)n2)c1,417.1437041,2.8896,0.466551841
COc1ccc(CN2C(=O)c3ccc([N+](=O)[O-])cc3C2=O)cc1F,330.0651997,2.5387,0.488055525
COC(=O)c1ccc(Cl)c(CN2CCCC(Cn3cncn3)C2)c1,348.1353036,2.6303,0.777272242
Cc1ccc(C=CS(=O)(=O)NCC(C)(O)c2cc3ccccc3o2)cc1,371.1191292,3.53902,0.694551831
COc1ccc(NC(=O)c2cccc(CS(C)(=O)=O)c2)cc1Cl,353.0488567,3.1455,0.895789006
CCCCCOc1ccc(S(=O)(=O)NCc2cccnc2)c2ccccc12,384.1507636,4.2823,0.559161778
O=[N+]([O-])c1cc(F)ccc1NCC1CCC2(CCOCC2)C1O,324.1485354,2.7135,0.656930572
Cc1cc(=O)oc(C)c1C(=O)OCC(=O)Nc1ccccc1C(C)C,343.1419728,3.17554,0.842859197
Cc1ccc(C(=O)N2CCC(C)(C(=O)O)C2)cc1S(C)(=O)=O,325.0983937,1.33532,0.905097643
Cc1ccc(C)c(OCCNC(=O)c2ccco2)c1,259.1208434,2.70524,0.839855528
Cc1ccc(NC(=O)C2CSCN2C(=O)C2CC2)c(C)c1,304.1245489,2.55344,0.933422433
Cc1cccc(CNC(=O)c2ccccc2NC(=O)c2ccccc2)c1,344.1524779,4.17732,0.729441953
CCc1noc(CSc2nnc(NCCc3cccs3)s2)n1,353.0438731,3.4919,0.621107326
Cc1nn(-c2ccccc2)c(C)c1C1SCC(O)=Nc2c1c(O)nn2C(C)C,397.157246,4.39634,0.683927094
CCOc1ccccc1NC(C(=O)NC1CC1)c1ccccc1,310.1681279,3.5171,0.822491136
COc1ccc(OC)c(S(=O)(=O)NCC(c2ccco2)S(=O)(=O)c2ccc(F)cc2)c1,469.0665222,2.9294,0.479682171
Cc1cccc(NC(=O)CCNC(=O)Nc2ccccn2)n1,299.1382248,1.93532,0.785746346
Cc1cc(C)c(C)c(OCC(=O)NCc2ccc(OC(C)C)cc2)c1,341.1990937,4.09426,0.824833249
CS(=O)(=O)N(CC(=O)NCc1ccc(F)cc1)c1ccc(C23CC4CC(CC(C4)C2)C3)cc1,470.2039421,4.3759,0.653301862
COC(=O)C(CC(C)(F)F)NC(=O)OC(C)(C)C,267.1282145,2.098,0.792118193
Cc1ccc(C(=O)N2CCc3cc(CNC(=O)c4ccc5c(c4)OCO5)ccc32)cc1,414.1579572,3.85662,0.704114332
Cc1cc(C)cc(CC(Oc2ccc3ccccc3c2)C(=O)O)c1,320.1412445,4.53134,0.750973481
Cc1ccccc1-c1ccc(C(=O)O)cc1,212.0837296,3.36022,0.828281263
O=C(CCc1ncc(-c2ccccc2)o1)N1CCN(S(=O)(=O)c2cc(Cl)ccc2Cl)CC1,493.0629825,4.1141,0.51516507
Cc1cc(=O)n2c(n1)NC(N1CCOCC1)=NC2c1ccc(Cl)cc1,359.1149025,1.86572,0.841172674
